Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty,Question_Link,Solution
1595, Minimum Cost to Connect Two Groups of Points,"['Array', 'Dynamic Programming', '3+']",49.00%,FALSE,Hard,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/description,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/solutions
1596, The Most Frequently Ordered Products for Each Customer,['Database'],78.30%,TRUE,Medium,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/description,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/solutions
1597, Build Binary Expression Tree From Infix Expression,"['String', 'Stack', 'Tree', '1+']",62.50%,TRUE,Hard,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/description,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/solutions
1598, Crawler Log Folder,"['Array', 'String', 'Stack']",71.70%,FALSE,Easy,https://leetcode.com/problems/crawler-log-folder/description,https://leetcode.com/problems/crawler-log-folder/solutions
1599, Maximum Profit of Operating a Centennial Wheel,"['Array', 'Simulation']",44.20%,FALSE,Medium,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/description,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/solutions
1600, Throne Inheritance,"['Hash Table', 'Tree', '2+']",65.60%,FALSE,Medium,https://leetcode.com/problems/throne-inheritance/description,https://leetcode.com/problems/throne-inheritance/solutions
1606, Find Servers That Handled Most Number of Requests,"['Array', 'Greedy', '2+']",43.70%,FALSE,Hard,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/description,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/solutions
1607, Sellers With No Sales,['Database'],54.40%,TRUE,Easy,https://leetcode.com/problems/sellers-with-no-sales/description,https://leetcode.com/problems/sellers-with-no-sales/solutions
1608, Special Array With X Elements Greater Than or Equal X,"['Array', 'Binary Search', 'Sorting']",66.80%,FALSE,Easy,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/description,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/solutions
1609, Even Odd Tree,"['Tree', 'Breadth-First Search', 'Binary Tree']",66.20%,FALSE,Medium,https://leetcode.com/problems/even-odd-tree/description,https://leetcode.com/problems/even-odd-tree/solutions
1610, Maximum Number of Visible Points,"['Array', 'Math', 'Geometry', '2+']",37.40%,FALSE,Hard,https://leetcode.com/problems/maximum-number-of-visible-points/description,https://leetcode.com/problems/maximum-number-of-visible-points/solutions
1611, Minimum One Bit Operations to Make Integers Zero,"['Dynamic Programming', '2+']",74.00%,FALSE,Hard,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/description,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/solutions
1612, Check If Two Expression Trees are Equivalent,"['Hash Table', 'Tree', '3+']",70.80%,TRUE,Medium,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/description,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/solutions
1613, Find the Missing IDs,['Database'],73.00%,TRUE,Medium,https://leetcode.com/problems/find-the-missing-ids/description,https://leetcode.com/problems/find-the-missing-ids/solutions
1614, Maximum Nesting Depth of the Parentheses,"['String', 'Stack']",84.00%,FALSE,Easy,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/description,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/solutions
1615, Maximal Network Rank,['Graph'],65.20%,FALSE,Medium,https://leetcode.com/problems/maximal-network-rank/description,https://leetcode.com/problems/maximal-network-rank/solutions
1616, Split Two Strings to Make Palindrome,"['Two Pointers', 'String']",31.10%,FALSE,Medium,https://leetcode.com/problems/split-two-strings-to-make-palindrome/description,https://leetcode.com/problems/split-two-strings-to-make-palindrome/solutions
1617, Count Subtrees With Max Distance Between Cities,"['Dynamic Programming', '4+']",66.50%,FALSE,Hard,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/description,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/solutions
1618, Maximum Font to Fit a Sentence in a Screen,"['Array', 'String', 'Binary Search', '1+']",61.00%,TRUE,Medium,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/description,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/solutions
1619, Mean of Array After Removing Some Elements,"['Array', 'Sorting']",69.30%,FALSE,Easy,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/description,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/solutions
1620, Coordinate With Maximum Network Quality,"['Array', 'Enumeration']",38.40%,FALSE,Medium,https://leetcode.com/problems/coordinate-with-maximum-network-quality/description,https://leetcode.com/problems/coordinate-with-maximum-network-quality/solutions
1621, Number of Sets of K Non-Overlapping Line Segments,"['Math', 'Dynamic Programming', '1+']",44.10%,FALSE,Medium,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/description,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/solutions
1622, Fancy Sequence,"['Math', 'Design', 'Segment Tree']",17.70%,FALSE,Hard,https://leetcode.com/problems/fancy-sequence/description,https://leetcode.com/problems/fancy-sequence/solutions
1623, All Valid Triplets That Can Represent a Country,['Database'],81.80%,TRUE,Easy,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country/description,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country/solutions
1624, Largest Substring Between Two Equal Characters,"['Hash Table', 'String']",68.50%,FALSE,Easy,https://leetcode.com/problems/largest-substring-between-two-equal-characters/description,https://leetcode.com/problems/largest-substring-between-two-equal-characters/solutions
1625, Lexicographically Smallest String After Applying Operations,"['String', 'Depth-First Search', '2+']",66.00%,FALSE,Medium,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations/description,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations/solutions
1626, Best Team With No Conflicts,"['Array', 'Dynamic Programming', 'Sorting']",50.40%,FALSE,Medium,https://leetcode.com/problems/best-team-with-no-conflicts/description,https://leetcode.com/problems/best-team-with-no-conflicts/solutions
1627, Graph Connectivity With Threshold,"['Array', 'Math', 'Union Find', '1+']",47.50%,FALSE,Hard,https://leetcode.com/problems/graph-connectivity-with-threshold/description,https://leetcode.com/problems/graph-connectivity-with-threshold/solutions
1628, Design an Expression Tree With Evaluate Function,"['Array', 'Math', 'Stack', '3+']",82.40%,TRUE,Medium,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/description,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/solutions
1629, Slowest Key,"['Array', 'String']",59.20%,FALSE,Easy,https://leetcode.com/problems/slowest-key/description,https://leetcode.com/problems/slowest-key/solutions
1630, Arithmetic Subarrays,"['Array', 'Hash Table', 'Sorting']",83.70%,FALSE,Medium,https://leetcode.com/problems/arithmetic-subarrays/description,https://leetcode.com/problems/arithmetic-subarrays/solutions
1631, Path With Minimum Effort,"['Array', 'Binary Search', '5+']",60.50%,FALSE,Medium,https://leetcode.com/problems/path-with-minimum-effort/description,https://leetcode.com/problems/path-with-minimum-effort/solutions
1632, Rank Transform of a Matrix,"['Array', 'Union Find', 'Graph', '3+']",41.10%,FALSE,Hard,https://leetcode.com/problems/rank-transform-of-a-matrix/description,https://leetcode.com/problems/rank-transform-of-a-matrix/solutions
1633, Percentage of Users Attended a Contest,['Database'],58.30%,FALSE,Easy,https://leetcode.com/problems/percentage-of-users-attended-a-contest/description,https://leetcode.com/problems/percentage-of-users-attended-a-contest/solutions
1634, Add Two Polynomials Represented as Linked Lists,"['Linked List', 'Math', 'Two Pointers']",60.50%,TRUE,Medium,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/description,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/solutions
1635, Hopper Company Queries I,['Database'],47.80%,TRUE,Hard,https://leetcode.com/problems/hopper-company-queries-i/description,https://leetcode.com/problems/hopper-company-queries-i/solutions
1636, Sort Array by Increasing Frequency,"['Array', 'Hash Table', 'Sorting']",79.90%,FALSE,Easy,https://leetcode.com/problems/sort-array-by-increasing-frequency/description,https://leetcode.com/problems/sort-array-by-increasing-frequency/solutions
1637, Widest Vertical Area Between Two Points Containing No Points,"['Array', 'Sorting']",87.30%,FALSE,Easy,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/description,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/solutions
1638, Count Substrings That Differ by One Character,"['Hash Table', 'String', '2+']",71.40%,FALSE,Medium,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/description,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/solutions
1639, Number of Ways to Form a Target String Given a Dictionary,"['Array', 'String', 'Dynamic Programming']",50.70%,FALSE,Hard,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/description,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/solutions
1640, Check Array Formation Through Concatenation,"['Array', 'Hash Table']",56.80%,FALSE,Easy,https://leetcode.com/problems/check-array-formation-through-concatenation/description,https://leetcode.com/problems/check-array-formation-through-concatenation/solutions
1641, Count Sorted Vowel Strings,"['Math', 'Dynamic Programming', '1+']",78.70%,FALSE,Medium,https://leetcode.com/problems/count-sorted-vowel-strings/description,https://leetcode.com/problems/count-sorted-vowel-strings/solutions
1642, Furthest Building You Can Reach,"['Array', 'Greedy', 'Heap (Priority Queue)']",50.00%,FALSE,Medium,https://leetcode.com/problems/furthest-building-you-can-reach/description,https://leetcode.com/problems/furthest-building-you-can-reach/solutions
1643, Kth Smallest Instructions,"['Array', 'Math', '2+']",48.60%,FALSE,Hard,https://leetcode.com/problems/kth-smallest-instructions/description,https://leetcode.com/problems/kth-smallest-instructions/solutions
1644, Lowest Common Ancestor of a Binary Tree II,"['Tree', 'Depth-First Search', 'Binary Tree']",65.50%,TRUE,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/description,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/solutions
1645, Hopper Company Queries II,['Database'],39.20%,TRUE,Hard,https://leetcode.com/problems/hopper-company-queries-ii/description,https://leetcode.com/problems/hopper-company-queries-ii/solutions
1646, Get Maximum in Generated Array,"['Array', 'Simulation']",50.70%,FALSE,Easy,https://leetcode.com/problems/get-maximum-in-generated-array/description,https://leetcode.com/problems/get-maximum-in-generated-array/solutions
1647, Minimum Deletions to Make Character Frequencies Unique,"['Hash Table', 'String', 'Greedy', '1+']",61.30%,FALSE,Medium,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/description,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/solutions
1648, Sell Diminishing-Valued Colored Balls,"['Array', 'Math', 'Binary Search', '3+']",30.00%,FALSE,Medium,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/description,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/solutions
1649, Create Sorted Array through Instructions,"['Array', 'Binary Search', '5+']",39.40%,FALSE,Hard,https://leetcode.com/problems/create-sorted-array-through-instructions/description,https://leetcode.com/problems/create-sorted-array-through-instructions/solutions
1650, Lowest Common Ancestor of a Binary Tree III,"['Hash Table', 'Two Pointers', 'Tree', '1+']",80.90%,TRUE,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/description,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/solutions
1651, Hopper Company Queries III,['Database'],65.50%,TRUE,Hard,https://leetcode.com/problems/hopper-company-queries-iii/description,https://leetcode.com/problems/hopper-company-queries-iii/solutions
1652, Defuse the Bomb,"['Array', 'Sliding Window']",67.30%,FALSE,Easy,https://leetcode.com/problems/defuse-the-bomb/description,https://leetcode.com/problems/defuse-the-bomb/solutions
1653, Minimum Deletions to Make String Balanced,"['String', 'Dynamic Programming', 'Stack']",65.80%,FALSE,Medium,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/description,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/solutions
1654, Minimum Jumps to Reach Home,"['Array', 'Dynamic Programming', '1+']",29.80%,FALSE,Medium,https://leetcode.com/problems/minimum-jumps-to-reach-home/description,https://leetcode.com/problems/minimum-jumps-to-reach-home/solutions
1655, Distribute Repeating Integers,"['Array', 'Dynamic Programming', '3+']",39.90%,FALSE,Hard,https://leetcode.com/problems/distribute-repeating-integers/description,https://leetcode.com/problems/distribute-repeating-integers/solutions
1656, Design an Ordered Stream,"['Array', 'Hash Table', 'Design', '1+']",84.40%,FALSE,Easy,https://leetcode.com/problems/design-an-ordered-stream/description,https://leetcode.com/problems/design-an-ordered-stream/solutions
1657, Determine if Two Strings Are Close,"['Hash Table', 'String', 'Sorting', '1+']",54.30%,FALSE,Medium,https://leetcode.com/problems/determine-if-two-strings-are-close/description,https://leetcode.com/problems/determine-if-two-strings-are-close/solutions
1658, Minimum Operations to Reduce X to Zero,"['Array', 'Hash Table', 'Binary Search', '2+']",39.80%,FALSE,Medium,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/description,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/solutions
